1,22311920,6966630,26244830,1592460,27249920,26869730,4193,2111,9042,254,10287,10003,5321.230622,3300.156324,2902.547003,6269.527559,2648.966657,2686.16715
2,22475330,7702990,31216130,17653610,33330910,31664340,4210,2153,9234,6316,10419,10356,5338.558195,3577.793776,3380.564219,2795.061748,3199.050773,3057.584009
3,22521040,14192310,31320780,25864600,38227210,37191680,4211,3247,9235,8756,11086,12191,5348.145334,4370.899292,3391.530049,2953.928735,3448.241927,3050.748913
4,22697380,14194370,37126210,30289240,38237960,48596330,4219,3247,9778,9997,11086,12463,5379.800901,4371.533723,3796.912457,3029.83295,3449.211618,3899.248175
5,52722870,33512700,39697410,30337140,40689810,49570300,10535,10076,10400,10000,11525,12667,5004.543901,3325.992457,3817.058654,3033.714,3530.569197,3913.341754
6,52767410,38241640,46148450,35518470,43135800,50831760,10536,10925,10713,11800,12063,12847,5008.296317,3500.378947,4307.705591,3010.039831,3575.876648,3956.702732
7,57850960,38720560,49488170,38795680,43136370,50831870,11634,10940,11179,11903,12063,12847,4972.57693,3539.35649,4426.88702,3259.319499,3575.9239,3956.711294
8,59978760,38720560,49488170,40334190,47634060,51489490,11760,10940,11179,12029,12238,12881,5100.234694,3539.35649,4426.88702,3353.079225,3892.307567,3997.32086
9,62924650,41267260,55832490,42938840,47644880,55240740,12114,11591,11223,12232,12238,13285,5194.374278,3560.284704,4974.827586,3510.369523,3893.191698,4158.128717
10,62924650,41435870,59993430,43056510,49724450,63534190,12114,11597,11525,12231,12319,13412,5194.374278,3572.981806,5205.503688,3520.277165,4036.403117,4737.11527
11,62924650,41435990,61738810,45250840,49724450,66373420,12114,11597,11714,12366,12319,13905,5194.374278,3572.992153,5270.514769,3659.294841,4036.403117,4773.349155
12,65123730,43652820,62003290,45317440,50935510,66467400,12290,11944,11712,12367,12510,13905,5298.92026,3654.79069,5293.996755,3664.384248,4071.583533,4780.107875
13,65157890,43661520,62179540,45399500,52303100,68312150,12289,11950,11713,12368,12664,13946,5302.131174,3653.683682,5308.592163,3670.722833,4130.061592,4898.332855
14,67328560,44271520,62179540,50530520,52319850,71293810,12870,11954,11713,12578,12664,14074,5231.434343,3703.490045,5308.592163,4017.373191,4131.384239,5065.639477
15,67382680,45088830,64310050,51802310,53608900,75639610,12871,11948,11772,12874,12804,14713,5235.232694,3773.75544,5462.96721,4023.792916,4186.88691,5141.005233
16,69472180,45088830,65171000,52977460,54605080,75639630,13284,11948,11769,13081,12911,14713,5229.763625,3773.75544,5537.513807,4049.954896,4229.345519,5141.006593
17,70753920,45230750,67162310,55221650,54605080,76351440,13313,12012,11997,13368,12911,14818,5314.648839,3765.463703,5598.258731,4130.883453,4229.345519,5152.614388
18,70754320,49029310,74315030,57185270,54609060,77041830,13313,12523,12285,13392,12911,15027,5314.678885,3915.140941,6049.249491,4270.10678,4229.653784,5126.893592
19,72178680,50294980,74315030,62160410,54623200,77041830,13510,12730,12285,13626,12911,15027,5342.611399,3950.901807,6049.249491,4561.897108,4230.748974,5126.893592
20,77037940,50847000,81121650,63785110,58886660,77524950,13536,12760,12370,13748,13158,15080,5691.337175,3984.874608,6557.934519,4639.591941,4475.350357,5140.911804
21,80019820,53458220,82132430,65659640,58894170,77651290,13672,12971,12681,13755,13158,15144,5852.824751,4121.364583,6476.810188,4773.510723,4475.921113,5127.528394
22,80019820,56043890,83154600,66675210,58949180,77651410,13672,13502,12703,13984,13160,15144,5852.824751,4150.784328,6546.059986,4767.964102,4479.420973,5127.536318
23,81147340,58959150,83199040,69721710,60334240,78545360,13761,13615,12718,14137,13399,15169,5896.907202,4330.45538,6541.833622,4931.860366,4502.891261,5178.018327
24,82359980,59030890,86083850,70827290,62126850,80318890,13964,13621,12934,14312,13554,15462,5898.022057,4333.814698,6655.62471,4948.8045,4583.654272,5194.599017
25,84954670,59784330,86228660,72021730,62637680,80337840,14123,13708,12944,14501,13573,15461,6015.341641,4361.272979,6661.670272,4966.673333,4614.873646,5196.160662
26,84982560,62283870,86462120,72029060,63977960,80337840,14123,13948,13003,14501,13729,15461,6017.316434,4465.433754,6649.397831,4967.178815,4660.059728,5196.160662
27,85621620,63109190,87364390,72029060,67975250,81267550,14183,13967,13127,14501,13932,15595,6036.918847,4518.449918,6655.320332,4967.178815,4879.073356,5211.128567
28,85975210,63608830,87965080,72049680,70938670,83444430,14263,14020,13369,14505,14029,15648,6027.84898,4537.006419,6579.780088,4967.23061,5056.573526,5332.593942
29,87216390,65552230,88435250,72584870,71117920,84745440,14404,14028,13385,14603,14074,15703,6055.011802,4672.95623,6607.041464,4970.545093,5053.141964,5396.767497
30,87225720,66457520,88435260,73705270,71196540,84996810,14403,14209,13385,14703,14086,15728,6056.079983,4677.142656,6607.042211,5012.940896,5054.418572,5404.171541
31,88612320,81014170,89407270,73812990,88500050,85924350,14434,14484,13638,14704,14038,15877,6139.138146,5593.356117,6555.746444,5019.925871,6304.320416,5411.875669
32,88739020,82282560,89896890,74202140,89101350,90034740,14467,14685,13637,14732,14136,15997,6133.892307,5603.170582,6592.130967,5036.800163,6303.151528,5628.226542
33,88739020,82560560,90296120,76109080,89144930,90034740,14467,14739,13701,14763,14137,15997,6133.892307,5601.503494,6590.476608,5155.39389,6305.788357,5628.226542
34,89955350,82560560,91451430,76553960,89399880,91341250,14553,14739,13737,14783,14146,16018,6181.223803,5601.503494,6657.307272,5178.513157,6319.799237,5702.41291
35,90249630,82560560,91451590,76553960,89399880,91447990,14618,14739,13737,14783,14146,16017,6173.869886,5601.503494,6657.31892,5178.513157,6319.799237,5709.433102
36,91896710,82688930,91459900,76553960,89929320,91522740,14688,14738,13737,14783,14267,16019,6256.584286,5610.593703,6657.923855,5178.513157,6303.309736,5713.386603
37,92201130,83348440,91790730,77238210,89929320,91533460,14728,14748,13766,14791,14267,16020,6260.261407,5651.508001,6667.930408,5221.973497,6303.309736,5713.699126
38,92201130,84270140,91790730,77270650,89955730,92343430,14728,14914,13766,14793,14268,16036,6260.261407,5650.404989,6667.930408,5223.46042,6304.718951,5758.507733
39,92201130,84270140,91988860,77734620,89955730,92343580,14728,14914,13764,14803,14268,16036,6260.261407,5650.404989,6683.294101,5251.274742,6304.718951,5758.517087
40,92256750,84270140,91989140,77734620,90231030,92350230,14734,14914,13764,14803,14268,16038,6261.487037,5650.404989,6683.314443,5251.274742,6324.013877,5758.213618
41,92318930,84272870,92041640,77945070,90358590,92472550,14737,14914,13764,14824,14283,16035,6264.431703,5650.588038,6687.128742,5258.032245,6326.303298,5766.919239
42,92433380,89217020,92261510,78394120,90698010,93947950,14744,14945,13812,14899,14329,16161,6269.220022,5969.690197,6679.808138,5261.70347,6329.681764,5813.251036
43,92510720,89383390,92282370,78525040,91424790,93958990,14747,14984,13813,14907,14353,16161,6273.189123,5965.255606,6680.834721,5267.662172,6369.733854,5813.934162
44,92812650,89383760,92687610,78749820,92303060,94578170,14791,14984,13862,14904,14365,16160,6274.940842,5965.280299,6686.452893,5283.804348,6425.552384,5852.60953
45,93683400,90230340,93246320,79376150,92303060,94660770,14882,15049,13977,14904,14365,16175,6295.081306,5995.769819,6671.411605,5325.828637,6425.552384,5852.288717
46,93990800,90232170,93246320,79609190,92494240,94786240,14953,15049,13977,14906,14378,16179,6285.748679,5995.891421,6671.411605,5340.748021,6433.039366,5858.596947
47,94115560,90891970,93352090,79652880,92494240,96094160,14966,15139,13983,14917,14378,16148,6288.624883,6003.829183,6676.113137,5339.738553,6433.039366,5950.839732
48,94119460,90892050,94758590,79652880,92498900,97774270,14970,15139,14115,14917,14378,16190,6287.205077,6003.834467,6713.32554,5339.738553,6433.363472,6039.176652
49,94298300,90892050,95215670,79652910,92498900,97774270,14972,15139,14251,14917,14378,16190,6298.310179,6003.834467,6681.332538,5339.740564,6433.363472,6039.176652
50,94298300,92360030,96024190,79961070,92776460,99276270,14972,15399,14273,14949,14399,16174,6298.310179,5997.794013,6727.680936,5348.924343,6443.257171,6138.015952
51,94349500,92360030,96024190,79961070,93851170,99646460,14987,15399,14273,14949,14465,16217,6295.4227,5997.794013,6727.680936,5348.924343,6488.155548,6144.568046
52,95047480,92490390,107791590,84631620,93883520,99724480,15144,15397,14693,14941,14467,16221,6276.246698,6007.039683,7336.254679,5664.387926,6489.494712,6147.862647
53,95596170,93519070,107939010,85610410,94557210,100231140,15176,15403,14722,15131,14577,16216,6299.167765,6071.484126,7331.817009,5657.947921,6486.74007,6181.002713
54,96151190,93735540,108489310,86673970,94557210,100231160,15173,15441,14805,15180,14577,16216,6336.992684,6070.561492,7327.883148,5709.747694,6486.74007,6181.003947
55,96341430,93883180,108811780,86673970,94567790,100231160,15180,15450,14837,15180,14578,16216,6346.602767,6076.58123,7333.812765,5709.747694,6487.020853,6181.003947
56,96341430,94059750,108811780,86677570,96088130,110758390,15180,15469,14837,15180,14647,16126,6346.602767,6080.532032,7333.812765,5709.984848,6560.260122,6868.311423
